merchant_id,merchant_name,merchant_category,merchant_size,onboarding_date,merchant_status,settlement_cycle,registered_governorate,registered_city
M01253,Lotus Market 1253,Grocery,Small,2024-10-17,Active,T+1,Alexandria,Agami
M01254,Green Online 1254,E-Commerce,Micro,2023-08-14,Active,T+1,Giza,Haram - Central
M01255,Nova Wear 1255,Fashion,Small,2021-03-06,Active,T+1,Beheira,Nubaria
M01256,Urban Tech 1256,Electronics,Small,2023-08-22,Active,T+0,Giza,Imbaba - Central
M01257,Blue Market 1257,Grocery,Medium,2024-09-18,Active,T+2,Giza,Haram - Central
M01258,Lotus Store 1258,E-Commerce,Small,2022-10-25,Active,T+1,Port Said,Port Fouad - Central
M01259,Urban Mart 1259,Grocery,Micro,2025-05-16,Active,T+0,Giza,Mohandessin - Central
M01260,Smart Cafe 1260,Restaurants,Small,2023-09-30,Active,T+1,Alexandria,Borg El Arab - Central
M01261,Smart Store 1261,E-Commerce,Small,2024-11-25,Active,T+0,Gharbia,Kafr El Zayat
M01262,Prime Health 1262,Healthcare,Small,2024-01-26,Active,T+2,Alexandria,Borg El Arab - Central
M01263,Urban Bites 1263,Restaurants,Small,2021-02-16,Active,T+1,Cairo,Ain Shams
M01264,Green Tech 1264,Electronics,Micro,2021-12-18,Active,T+1,Cairo,Shubra - Central
M01265,Quick Foods 1265,Grocery,Small,2021-01-02,Active,T+1,Cairo,Mokattam - Central
M01266,Blue Mart 1266,Grocery,Medium,2023-07-14,Active,T+1,Giza,Imbaba - Central
M01267,Sun Style 1267,Fashion,Micro,2023-02-24,Active,T+0,Qena,Nag Hammadi
M01268,Metro Market 1268,Grocery,Enterprise,2024-03-27,Active,T+1,Giza,6th of October - Central
M01269,Cairo Market 1269,Grocery,Small,2022-08-31,Active,T+1,Giza,Mohandessin - Central
M01270,Cairo Style 1270,Fashion,Small,2022-04-09,Active,T+2,Giza,6th of October
M01271,Royal Style 1271,Fashion,Small,2022-08-12,Active,T+0,Aswan,Aswan
M01272,Family Market 1272,Grocery,Medium,2022-08-12,Active,T+1,Alexandria,Stanley - Central
M01273,Sun Foods 1273,Grocery,Micro,2024-12-23,Active,T+1,Cairo,Ain Shams
M01274,Pyramid Learning 1274,Education,Micro,2021-08-21,Active,T+1,Beni Suef,New Beni Suef - Central
M01275,Elite Fun 1275,Entertainment,Micro,2023-10-22,Active,T+1,Dakahlia,Talkha - Central
M01276,Pyramid Market 1276,Grocery,Micro,2022-11-05,Active,T+1,Alexandria,Miami - Central
M01277,Urban Style 1277,Fashion,Small,2021-08-17,Active,T+1,Cairo,Nasr City
M01278,Cairo Market 1278,Grocery,Micro,2023-10-12,Active,T+1,Giza,Mohandessin - Central
M01279,Blue Fuel 1279,Fuel,Medium,2022-11-24,Active,T+1,Assiut,Manfalut - Central
M01280,Green Foods 1280,Grocery,Micro,2022-12-12,Active,T+0,Red Sea,Safaga
M01281,Blue Cafe 1281,Restaurants,Medium,2021-06-15,Active,T+0,Beni Suef,New Beni Suef
M01282,Prime Academy 1282,Education,Small,2025-06-07,Active,T+2,Fayoum,Fayoum - Central
M01283,Green Ride 1283,Transportation,Micro,2023-07-02,Active,T+1,Dakahlia,Belqas - Central
M01284,Family Care 1284,Pharmacy,Small,2023-05-31,Active,T+2,Cairo,New Cairo
M01285,Blue Market 1285,Grocery,Small,2023-10-14,Active,T+0,Gharbia,El Mahalla El Kubra - Central
M01286,Quick Mart 1286,Grocery,Micro,2022-02-22,Active,T+1,Minya,Samalut - Central
M01287,Quick Cafe 1287,Restaurants,Micro,2022-04-19,Active,T+0,Alexandria,Agami
M01288,Golden Ride 1288,Transportation,Micro,2026-02-04,Active,T+1,Giza,Faisal - Central
M01289,Delta Transit 1289,Transportation,Small,2022-11-29,Active,T+1,Cairo,Mokattam - Central
M01290,Pyramid Pharmacy 1290,Pharmacy,Small,2022-11-20,Active,T+1,Port Said,Port Fouad - Central
M01291,Royal Online 1291,E-Commerce,Small,2024-10-06,Active,T+1,Suez,Ain Sokhna
M01292,Cairo Market 1292,Grocery,Small,2024-11-27,Active,T+2,Qalyubia,Banha
M01293,Quick Foods 1293,Grocery,Micro,2023-07-10,Active,T+1,Luxor,Luxor
M01294,Lotus Pharmacy 1294,Pharmacy,Micro,2024-04-29,Active,T+0,Alexandria,Borg El Arab
M01295,Green Mart 1295,Grocery,Micro,2023-04-05,Active,T+2,Cairo,Heliopolis
M01296,Blue Mart 1296,Grocery,Medium,2022-01-17,Active,T+2,Giza,Sheikh Zayed
M01297,Prime Learning 1297,Education,Micro,2022-06-12,Active,T+1,Dakahlia,Talkha
M01298,Green Kitchen 1298,Restaurants,Micro,2022-03-17,Active,T+1,Beni Suef,New Beni Suef - Central
M01299,Elite Kitchen 1299,Restaurants,Medium,2022-11-19,Active,T+1,Assiut,Dairut - Central
M01300,Quick Kitchen 1300,Restaurants,Small,2024-05-12,Active,T+1,Giza,6th of October
M01301,Delta Clinic 1301,Healthcare,Medium,2022-03-27,Active,T+1,Giza,Faisal
M01302,Pyramid Pharmacy 1302,Pharmacy,Micro,2022-10-08,Active,T+1,South Sinai,Dahab
M01303,Delta Clinic 1303,Healthcare,Micro,2022-08-16,Active,T+1,Cairo,Heliopolis - Central
M01304,Nova Connect 1304,Telecom,Micro,2025-07-02,Active,T+1,Red Sea,Safaga
M01305,Quick Online 1305,E-Commerce,Micro,2023-06-16,Active,T+1,Cairo,Nasr City
M01306,Nile Academy 1306,Education,Enterprise,2025-01-13,Active,T+2,Minya,Minya
M01307,Delta Care 1307,Pharmacy,Micro,2024-04-13,Active,T+1,Qalyubia,Qalyub
M01308,Nova Market 1308,Grocery,Small,2024-02-25,Offboarded,T+1,North Sinai,Arish
M01309,Sun Tech 1309,Electronics,Medium,2021-02-04,Active,T+1,Cairo,Ain Shams - Central
M01310,Royal Wear 1310,Fashion,Enterprise,2023-06-09,Active,T+1,Cairo,Mokattam - Central
M01311,Lotus Ride 1311,Transportation,Micro,2022-12-17,Active,T+1,Cairo,Ain Shams
M01312,Delta Wear 1312,Fashion,Micro,2022-08-28,Active,T+1,Cairo,New Cairo - Central
M01313,Elite Fuel 1313,Fuel,Micro,2023-04-12,Active,T+1,Cairo,Downtown - Central
M01314,Metro Learning 1314,Education,Micro,2021-08-08,Active,T+1,Cairo,Shubra - Central
M01315,Cairo Foods 1315,Grocery,Medium,2021-06-05,Active,T+1,Kafr El Sheikh,Desouk
M01316,Metro Fun 1316,Entertainment,Small,2022-01-16,Active,T+1,Cairo,Maadi
M01317,Quick Foods 1317,Grocery,Medium,2024-04-09,Active,T+1,Luxor,Esna
M01318,Nile Foods 1318,Grocery,Micro,2024-05-20,Active,T+1,Aswan,Aswan
M01319,Quick Care 1319,Pharmacy,Medium,2024-09-09,Active,T+1,Qena,Qus
M01320,Green Electronics 1320,Electronics,Enterprise,2022-10-15,Active,T+1,Assiut,New Assiut - Central
M01321,Golden Mart 1321,Grocery,Small,2021-09-19,Active,T+1,Cairo,Ain Shams
M01322,Sun Fuel 1322,Fuel,Small,2024-01-12,Active,T+2,Qalyubia,Khanka
M01323,Smart Market 1323,Grocery,Micro,2024-06-14,Active,T+1,Cairo,New Cairo
M01324,Blue Learning 1324,Education,Micro,2022-10-26,Active,T+1,Dakahlia,Belqas
M01325,Nova Mart 1325,Grocery,Small,2021-06-01,Active,T+0,Sharqia,Zagazig
M01326,Pyramid Pharmacy 1326,Pharmacy,Small,2023-06-07,Temporarily Suspended,T+1,Alexandria,Agami
M01327,Family Market 1327,Grocery,Small,2022-01-01,Active,T+1,Cairo,Nasr City - Central
M01328,Blue Bites 1328,Restaurants,Micro,2023-03-27,Active,T+1,Sharqia,Abu Hammad - Central
M01329,Smart Mobile 1329,Telecom,Medium,2021-03-14,Active,T+1,Suez,Suez - Central
M01330,Cairo Ride 1330,Transportation,Enterprise,2023-03-30,Active,T+1,North Sinai,Bir El Abd
M01331,Prime Care 1331,Pharmacy,Medium,2023-10-26,Active,T+1,Cairo,Downtown
M01332,Prime Ride 1332,Transportation,Small,2023-05-12,Active,T+1,Giza,Dokki
M01333,Elite Transit 1333,Transportation,Small,2024-02-14,Active,T+2,Ismailia,Qantara
M01334,Smart Transit 1334,Transportation,Micro,2025-07-03,Active,T+2,Cairo,Mokattam - Central
M01335,Delta Wear 1335,Fashion,Micro,2024-10-25,Active,T+1,Aswan,Edfu
M01336,Lotus Style 1336,Fashion,Micro,2022-04-11,Active,T+1,Kafr El Sheikh,Desouk
M01337,Elite Ride 1337,Transportation,Micro,2023-01-15,Active,T+2,Cairo,Maadi - Central
M01338,Family Online 1338,E-Commerce,Micro,2021-11-19,Active,T+1,Cairo,Maadi - Central
M01339,Royal Kitchen 1339,Restaurants,Small,2024-07-03,Active,T+0,Cairo,Heliopolis
M01340,Golden Mobile 1340,Telecom,Small,2022-11-12,Active,T+0,Giza,Dokki - Central
M01341,Royal Transit 1341,Transportation,Medium,2021-10-24,Active,T+0,Giza,Sheikh Zayed - Central
M01342,Metro Transit 1342,Transportation,Small,2021-05-07,Active,T+1,Giza,Imbaba
M01343,Prime Pharmacy 1343,Pharmacy,Micro,2021-07-14,Active,T+1,Qena,Nag Hammadi
M01344,Family Style 1344,Fashion,Small,2024-01-07,Active,T+1,Cairo,Heliopolis - Central
M01345,Pyramid Clinic 1345,Healthcare,Micro,2022-07-19,Temporarily Suspended,T+1,Assiut,Dairut - Central
M01346,Sun Style 1346,Fashion,Micro,2025-09-06,Active,T+0,Giza,Haram
M01347,Green Clinic 1347,Healthcare,Medium,2021-07-08,Active,T+0,Sharqia,10th of Ramadan - Central
M01348,Elite Fuel 1348,Fuel,Small,2024-06-10,Active,T+1,Giza,Faisal - Central
M01349,Prime Bites 1349,Restaurants,Micro,2022-01-08,Temporarily Suspended,T+1,Sharqia,Zagazig - Central
M01350,Nile Bites 1350,Restaurants,Enterprise,2023-12-18,Active,T+1,Sohag,Akhmim
M01351,Sun Station 1351,Fuel,Medium,2023-04-23,Active,T+1,Monufia,Ashmoun - Central
M01352,Quick Care 1352,Pharmacy,Enterprise,2022-07-25,Offboarded,T+0,Cairo,Maadi - Central
M01353,Family Pharmacy 1353,Pharmacy,Micro,2024-04-19,Active,T+1,Cairo,Shubra - Central
M01354,Royal Foods 1354,Grocery,Small,2022-09-24,Active,T+1,Port Said,Port Said
M01355,Nova Style 1355,Fashion,Enterprise,2025-01-13,Active,T+0,Giza,Mohandessin - Central
M01356,Urban Foods 1356,Grocery,Micro,2023-09-02,Active,T+1,Cairo,Heliopolis
M01357,Delta Mobile 1357,Telecom,Small,2021-09-19,Active,T+1,Giza,Faisal
M01358,Elite Learning 1358,Education,Micro,2024-12-19,Active,T+2,Dakahlia,Talkha - Central
M01359,Quick Cafe 1359,Restaurants,Micro,2024-03-25,Active,T+1,Gharbia,Zefta - Central
M01360,Elite Foods 1360,Grocery,Micro,2022-03-11,Active,T+1,Qalyubia,Qalyub - Central
M01361,Delta Bites 1361,Restaurants,Micro,2023-01-15,Active,T+2,North Sinai,Bir El Abd
M01362,Metro Cafe 1362,Restaurants,Micro,2021-09-17,Active,T+1,Cairo,Shubra
M01363,Prime Electronics 1363,Electronics,Micro,2025-05-17,Active,T+1,Giza,Faisal
M01364,Nova Pharmacy 1364,Pharmacy,Small,2025-05-17,Active,T+0,Fayoum,Sinnuris - Central
M01365,Family Mobile 1365,Telecom,Micro,2022-07-24,Active,T+1,Giza,Mohandessin - Central
M01366,Family Cafe 1366,Restaurants,Micro,2023-12-11,Active,T+0,Giza,6th of October
M01367,Sun Tech 1367,Electronics,Micro,2022-01-31,Active,T+1,Alexandria,Stanley
M01368,Sun Wear 1368,Fashion,Small,2022-07-08,Active,T+1,Giza,6th of October - Central
M01369,Cairo Kitchen 1369,Restaurants,Micro,2023-07-03,Active,T+1,Giza,Faisal - Central
M01370,Lotus Transit 1370,Transportation,Micro,2023-04-12,Active,T+1,Damietta,Faraskour - Central
M01371,Green Learning 1371,Education,Micro,2023-10-12,Active,T+1,Beheira,Nubaria - Central
M01372,Golden Foods 1372,Grocery,Medium,2023-03-28,Active,T+1,Giza,Mohandessin
M01373,Pyramid Kitchen 1373,Restaurants,Small,2022-01-07,Active,T+0,Giza,Faisal - Central
M01374,Blue Online 1374,E-Commerce,Micro,2021-11-26,Active,T+1,Assiut,New Assiut - Central
M01375,Family Foods 1375,Grocery,Medium,2021-09-16,Active,T+0,Giza,Haram
M01376,Delta Tech 1376,Electronics,Medium,2024-07-02,Temporarily Suspended,T+1,Gharbia,Tanta - Central
M01377,Royal Market 1377,Grocery,Small,2022-04-01,Active,T+2,Qalyubia,Obour - Central
M01378,Pyramid Pharmacy 1378,Pharmacy,Micro,2024-07-12,Active,T+1,Giza,Mohandessin
M01379,Green Online 1379,E-Commerce,Small,2024-10-17,Active,T+1,Kafr El Sheikh,Kafr El Sheikh - Central
M01380,Delta Cafe 1380,Restaurants,Enterprise,2022-12-07,Active,T+1,Cairo,Ain Shams
M01381,Blue Connect 1381,Telecom,Small,2022-12-30,Active,T+1,Cairo,Mokattam - Central
M01382,Nova Kitchen 1382,Restaurants,Enterprise,2022-03-10,Temporarily Suspended,T+1,Giza,Faisal
M01383,Quick Academy 1383,Education,Micro,2022-11-05,Active,T+0,Giza,Dokki
M01384,Green Kitchen 1384,Restaurants,Micro,2021-12-11,Active,T+1,Red Sea,Marsa Alam
M01385,Cairo Fun 1385,Entertainment,Small,2023-12-26,Active,T+1,Cairo,Heliopolis
M01386,Pyramid Kitchen 1386,Restaurants,Micro,2022-12-20,Active,T+1,Qalyubia,Obour - Central
M01387,Family Learning 1387,Education,Medium,2023-06-03,Active,T+2,Beheira,Rashid
M01388,Nile Tech 1388,Electronics,Small,2024-09-02,Active,T+1,Beheira,Rashid
M01389,Lotus Tech 1389,Electronics,Medium,2023-03-09,Active,T+1,Cairo,Ain Shams - Central
M01390,Smart Cafe 1390,Restaurants,Small,2025-03-11,Active,T+2,Alexandria,Miami - Central
M01391,Family Style 1391,Fashion,Micro,2024-01-31,Active,T+0,Cairo,Shubra - Central
M01392,Royal Tech 1392,Electronics,Micro,2022-09-30,Active,T+1,Assiut,New Assiut - Central
M01393,Nile Mart 1393,Grocery,Small,2022-04-20,Active,T+0,Cairo,New Cairo
M01394,Pyramid Style 1394,Fashion,Micro,2021-04-14,Active,T+0,Suez,Suez - Central
M01395,Golden Kitchen 1395,Restaurants,Micro,2023-05-19,Active,T+1,Giza,Mohandessin
M01396,Nile Mart 1396,Grocery,Small,2021-11-29,Active,T+1,Kafr El Sheikh,Desouk
M01397,Prime Store 1397,E-Commerce,Micro,2021-03-12,Active,T+1,Cairo,New Cairo - Central
M01398,Elite Transit 1398,Transportation,Enterprise,2022-09-22,Active,T+1,Cairo,Mokattam
M01399,Lotus Foods 1399,Grocery,Micro,2024-08-21,Active,T+2,Assiut,Dairut - Central
M01400,Metro Pharmacy 1400,Pharmacy,Micro,2021-06-29,Active,T+1,Dakahlia,Mit Ghamr - Central
M01401,Smart Care 1401,Pharmacy,Micro,2023-06-26,Active,T+1,Beni Suef,New Beni Suef - Central
M01402,Nova Connect 1402,Telecom,Small,2021-05-25,Active,T+2,Cairo,Nasr City - Central
M01403,Quick Ride 1403,Transportation,Small,2021-01-12,Active,T+1,Kafr El Sheikh,Sidi Salem - Central
M01404,Prime Market 1404,Grocery,Micro,2025-03-20,Active,T+1,Alexandria,Smouha
M01405,Pyramid Mart 1405,Grocery,Medium,2021-06-16,Temporarily Suspended,T+2,Cairo,Nasr City
M01406,Quick Market 1406,Grocery,Small,2022-11-03,Active,T+1,Cairo,Ain Shams - Central
M01407,Smart Transit 1407,Transportation,Small,2022-06-15,Active,T+1,Cairo,New Cairo - Central
M01408,Lotus Care 1408,Pharmacy,Medium,2021-07-21,Active,T+1,Dakahlia,Mit Ghamr
M01409,Cairo Mart 1409,Grocery,Micro,2022-07-27,Active,T+0,Beheira,Damanhur - Central
M01410,Delta Wear 1410,Fashion,Micro,2024-03-02,Active,T+2,Matrouh,Siwa
M01411,Golden Kitchen 1411,Restaurants,Small,2022-10-09,Active,T+1,Damietta,Ras El Bar
M01412,Quick Transit 1412,Transportation,Micro,2026-04-05,Offboarded,T+0,Cairo,Nasr City
M01413,Metro Fun 1413,Entertainment,Micro,2024-03-24,Active,T+1,Sohag,Sohag
M01414,Nile Kitchen 1414,Restaurants,Medium,2021-04-20,Temporarily Suspended,T+1,Giza,Imbaba - Central
M01415,Delta Market 1415,Grocery,Medium,2024-08-25,Active,T+2,Qena,Qus
M01416,Golden Foods 1416,Grocery,Small,2022-10-31,Active,T+1,Monufia,Menouf
M01417,Smart Station 1417,Fuel,Small,2024-11-29,Active,T+1,Cairo,New Cairo - Central
M01418,Lotus Store 1418,E-Commerce,Medium,2021-09-04,Active,T+1,Damietta,Ras El Bar - Central
M01419,Urban Style 1419,Fashion,Medium,2021-03-01,Active,T+1,Kafr El Sheikh,Kafr El Sheikh - Central
M01420,Quick Cafe 1420,Restaurants,Micro,2022-12-06,Active,T+1,Giza,Sheikh Zayed
M01421,Royal Cafe 1421,Restaurants,Small,2021-06-30,Active,T+1,Beheira,Damanhur - Central
M01422,Royal Connect 1422,Telecom,Small,2023-01-07,Active,T+1,Qena,Qena
M01423,Elite Market 1423,Grocery,Small,2024-10-13,Active,T+1,Sharqia,Minya Al Qamh
M01424,Cairo Transit 1424,Transportation,Micro,2023-10-08,Active,T+1,Qena,Qus
M01425,Nile Care 1425,Pharmacy,Small,2022-03-17,Active,T+1,Cairo,Maadi - Central
M01426,Royal Store 1426,E-Commerce,Medium,2023-05-11,Active,T+1,Alexandria,Sidi Gaber
M01427,Green Fuel 1427,Fuel,Small,2023-06-10,Active,T+1,Giza,Sheikh Zayed
M01428,Family Transit 1428,Transportation,Small,2022-06-27,Active,T+1,Gharbia,Kafr El Zayat - Central
M01429,Pyramid Market 1429,Grocery,Medium,2024-08-25,Active,T+2,Alexandria,Borg El Arab - Central
M01430,Golden Bites 1430,Restaurants,Micro,2025-06-15,Active,T+2,Giza,Faisal
M01431,Blue Bites 1431,Restaurants,Micro,2024-11-07,Active,T+1,Cairo,Shubra
M01432,Golden Clinic 1432,Healthcare,Micro,2026-05-31,Temporarily Suspended,T+2,Kafr El Sheikh,Baltim - Central
M01433,Golden Pharmacy 1433,Pharmacy,Small,2024-03-09,Active,T+1,Beheira,Damanhur
M01434,Pyramid Connect 1434,Telecom,Micro,2021-11-25,Temporarily Suspended,T+1,Monufia,Ashmoun - Central
M01435,Green Transit 1435,Transportation,Small,2021-11-22,Active,T+1,Qalyubia,Banha
M01436,Cairo Foods 1436,Grocery,Micro,2022-06-14,Active,T+1,Giza,Haram - Central
M01437,Lotus Cafe 1437,Restaurants,Micro,2025-11-16,Active,T+2,Alexandria,Borg El Arab - Central
M01438,Cairo Foods 1438,Grocery,Small,2021-03-27,Active,T+1,Minya,Beni Mazar - Central
M01439,Prime Online 1439,E-Commerce,Small,2023-03-26,Active,T+1,Cairo,Heliopolis
M01440,Metro Kitchen 1440,Restaurants,Small,2025-01-08,Active,T+1,Cairo,Shubra - Central
M01441,Golden Foods 1441,Grocery,Medium,2024-08-21,Active,T+1,Gharbia,Tanta - Central
M01442,Nile Clinic 1442,Healthcare,Enterprise,2022-08-19,Active,T+2,Port Said,Port Said - Central
M01443,Urban Care 1443,Pharmacy,Micro,2023-03-24,Active,T+2,Cairo,Maadi - Central
M01444,Sun Market 1444,Grocery,Small,2026-01-23,Active,T+1,Minya,Samalut
M01445,Royal Tech 1445,Electronics,Micro,2023-06-17,Active,T+1,Cairo,Heliopolis - Central
M01446,Royal Style 1446,Fashion,Micro,2023-11-27,Active,T+1,Beheira,Damanhur - Central
M01447,Lotus Mobile 1447,Telecom,Small,2025-03-05,Active,T+0,Alexandria,Borg El Arab
M01448,Quick Academy 1448,Education,Micro,2023-06-06,Active,T+2,Giza,Mohandessin - Central
M01449,Nile Academy 1449,Education,Micro,2025-08-08,Active,T+2,Monufia,Ashmoun - Central
M01450,Elite Pharmacy 1450,Pharmacy,Small,2022-09-22,Active,T+1,Dakahlia,Aga - Central
M01451,Green Store 1451,E-Commerce,Micro,2023-10-10,Active,T+2,Dakahlia,Belqas
M01452,Green Connect 1452,Telecom,Small,2021-12-03,Active,T+1,Giza,Dokki - Central
M01453,Pyramid Learning 1453,Education,Medium,2024-05-22,Active,T+0,Cairo,New Cairo - Central
M01454,Prime Tech 1454,Electronics,Medium,2022-11-05,Active,T+1,Cairo,Mokattam
M01455,Sun Wear 1455,Fashion,Micro,2024-06-29,Active,T+0,Cairo,Mokattam
M01456,Nova Pharmacy 1456,Pharmacy,Enterprise,2024-12-18,Active,T+1,Alexandria,Sidi Gaber
M01457,Sun Pharmacy 1457,Pharmacy,Enterprise,2025-02-12,Active,T+2,Port Said,Port Fouad
M01458,Quick Bites 1458,Restaurants,Micro,2023-12-16,Active,T+2,Cairo,Maadi
M01459,Quick Bites 1459,Restaurants,Micro,2024-07-11,Active,T+2,South Sinai,Sharm El Sheikh
M01460,Nile Store 1460,E-Commerce,Micro,2021-10-23,Active,T+0,Giza,Sheikh Zayed - Central
M01461,Pyramid Online 1461,E-Commerce,Medium,2021-06-29,Active,T+1,Kafr El Sheikh,Kafr El Sheikh - Central
M01462,Lotus Style 1462,Fashion,Micro,2023-11-12,Active,T+2,Sharqia,Zagazig - Central
M01463,Family Online 1463,E-Commerce,Micro,2024-06-14,Active,T+0,Dakahlia,Aga - Central
M01464,Royal Wear 1464,Fashion,Small,2024-02-21,Active,T+0,Beheira,Nubaria
M01465,Family Learning 1465,Education,Micro,2023-12-12,Active,T+1,Beni Suef,Nasser
M01466,Golden Market 1466,Grocery,Micro,2024-03-07,Active,T+2,Gharbia,Zefta
M01467,Golden Store 1467,E-Commerce,Micro,2023-03-19,Active,T+0,Assiut,New Assiut - Central
M01468,Elite Market 1468,Grocery,Medium,2024-06-18,Active,T+1,Giza,Mohandessin - Central
M01469,Nile Store 1469,E-Commerce,Micro,2023-01-19,Active,T+2,Cairo,Heliopolis
M01470,Metro Mart 1470,Grocery,Medium,2022-11-24,Active,T+0,Giza,Dokki - Central
M01471,Green Mart 1471,Grocery,Small,2022-12-26,Active,T+2,Matrouh,Marsa Matrouh
M01472,Metro Store 1472,E-Commerce,Enterprise,2024-10-31,Active,T+1,Cairo,Shubra
M01473,Green Kitchen 1473,Restaurants,Medium,2022-01-25,Active,T+0,Cairo,Shubra - Central
M01474,Cairo Kitchen 1474,Restaurants,Micro,2021-01-18,Active,T+1,Giza,Faisal - Central
M01475,Delta Online 1475,E-Commerce,Medium,2024-07-01,Active,T+1,Giza,Haram
M01476,Blue Bites 1476,Restaurants,Medium,2022-01-14,Active,T+1,Alexandria,Agami
M01477,Pyramid Care 1477,Pharmacy,Micro,2024-12-12,Active,T+1,Alexandria,Agami - Central
M01478,Lotus Electronics 1478,Electronics,Micro,2021-03-23,Active,T+1,Giza,Sheikh Zayed
M01479,Delta Academy 1479,Education,Medium,2024-05-11,Active,T+2,Giza,Haram
M01480,Pyramid Market 1480,Grocery,Micro,2023-08-05,Active,T+0,Cairo,Mokattam - Central
M01481,Golden Fuel 1481,Fuel,Micro,2023-05-16,Active,T+2,Cairo,Nasr City
M01482,Pyramid Learning 1482,Education,Small,2025-02-11,Active,T+0,Qalyubia,Shubra El Kheima - Central
M01483,Sun Tech 1483,Electronics,Medium,2022-07-01,Active,T+1,Cairo,Heliopolis
M01484,Delta Style 1484,Fashion,Medium,2024-11-26,Temporarily Suspended,T+2,Suez,Ain Sokhna - Central
M01485,Golden Style 1485,Fashion,Small,2022-11-30,Temporarily Suspended,T+1,Alexandria,Stanley - Central
M01486,Elite Store 1486,E-Commerce,Micro,2021-09-02,Active,T+2,Qalyubia,Khanka - Central
M01487,Royal Online 1487,E-Commerce,Small,2021-09-26,Active,T+1,Giza,Dokki - Central
M01488,Nova Clinic 1488,Healthcare,Small,2025-07-29,Active,T+1,Alexandria,Borg El Arab
M01489,Pyramid Pharmacy 1489,Pharmacy,Small,2025-03-22,Active,T+1,Giza,Imbaba
M01490,Family Mart 1490,Grocery,Micro,2022-10-02,Active,T+0,Cairo,New Cairo - Central
M01491,Quick Kitchen 1491,Restaurants,Micro,2024-06-15,Active,T+1,Gharbia,Kafr El Zayat
M01492,Elite Market 1492,Grocery,Small,2023-09-28,Active,T+1,Giza,6th of October - Central
M01493,Golden Mart 1493,Grocery,Micro,2024-06-17,Active,T+0,Alexandria,Sidi Gaber
M01494,Pyramid Wear 1494,Fashion,Medium,2022-06-20,Active,T+2,Sohag,Tahta
M01495,Nile Mart 1495,Grocery,Enterprise,2021-04-09,Active,T+2,Damietta,Ras El Bar - Central
M01496,Nile Cinema 1496,Entertainment,Small,2022-12-09,Active,T+1,Giza,Haram - Central
M01497,Elite Mart 1497,Grocery,Medium,2024-11-22,Active,T+2,Gharbia,Zefta
M01498,Lotus Academy 1498,Education,Small,2024-08-26,Active,T+1,Dakahlia,Talkha
M01499,Blue Foods 1499,Grocery,Small,2021-10-06,Active,T+1,Aswan,Edfu
M01500,Pyramid Transit 1500,Transportation,Micro,2021-07-18,Active,T+1,Cairo,Maadi - Central
M01501,Pyramid Ride 1501,Transportation,Small,2024-01-31,Active,T+1,Dakahlia,Belqas
M01502,Metro Mart 1502,Grocery,Micro,2022-08-21,Active,T+1,Alexandria,Borg El Arab
M01503,Nile Learning 1503,Education,Small,2025-02-05,Active,T+1,Dakahlia,Aga
M01504,Smart Pharmacy 1504,Pharmacy,Medium,2026-04-28,Temporarily Suspended,T+1,Cairo,New Cairo
M01505,Family Mobile 1505,Telecom,Medium,2024-06-08,Active,T+0,Sharqia,Zagazig - Central
M01506,Royal Style 1506,Fashion,Medium,2021-04-19,Active,T+1,Beheira,Damanhur
M01507,Urban Mobile 1507,Telecom,Medium,2022-09-01,Active,T+2,Giza,Haram
M01508,Delta Station 1508,Fuel,Micro,2021-07-19,Active,T+0,Sharqia,Abu Hammad
